2.406-2.595 min,,
#Point,X(Thompsons),Y(Counts)
53,71.1,2.04164362
54,71.9,3.396321297
55,72,2.928084135
56,72.9,1.304958701
57,73,326.4434814
58,73.9,1.417489052
59,74,145.166687
60,74,14.15687561
61,75,523.602417
62,76,487.5674438
63,77,518.3817749
64,78,12221.14453
65,79,2952.610107
66,80.1,19363.87695
67,81,3145.624512
68,82,45.72634506
69,82,264.5003967
70,82.9,3.079360962
71,83,25.72743607
72,83.1,0.361374378
73,84,6.632207394
74,84.1,1.195237994
75,85.9,6.996844292
76,86,2.102140665
77,86.9,13.53681755
78,87,16.68906403
79,87.9,15.5782938
80,87.9,52.55260849
81,88,22.41300583
82,88.8,6.055404186
83,88.9,35.15246201
84,89,12.00458431
85,89.9,1.643311381
86,89.9,30.34588242
87,90,50.56400299
88,90.9,1.792469859
89,91,3180.033691
90,92,1427.728516
91,93,297.8789673
92,93.9,29.73987007
93,94,52.05560303
94,94.1,3.185494184
95,95.8,2.820757866
96,95.9,42.60084152
97,96,53.43835068
98,96.1,9.71855545
99,96.8,2.275902271
100,96.9,7.207018375
101,97,6.902975559
102,97.2,0.49009335
103,98,5.046599865
104,98.1,5.373816013
105,101.9,0.919426143
106,102.9,53.05625534
107,103,38.48259354
108,103.8,0.405280679
109,103.9,2.144874096
110,104,0.710803747
111,104.8,12.43198872
112,104.9,27.77204895
113,105,12.03705788
114,105.1,3.368986607
115,106,2735.678711
116,107,3472.176758
117,108,17953.44531
118,109,14193.03711
119,110,769.8666992
120,110.1,317.2185059
121,111,44.54384995
122,111,19.72318459
123,114.9,2.587286234
124,115,14.50040531
125,118.8,3.784904957
126,118.9,24.8866539
127,119,8.461662292
128,121.1,0.725707114
129,123,0.745757461
130,124,3.217837334
131,124.1,2.017212629
132,125.8,0.476842135
133,126,27.83771896
134,126.1,110.139183
135,127,7.144563198
136,128,8.95359993
137,132.9,7.501910686
138,132.9,137.21315
139,133,7.098809719
140,133.9,0.767459571
141,134.9,13.52105808
142,135,24.06388474
143,135.1,2.741903543
144,135.9,7.322681904
145,136.1,1.042395353
146,136.9,4.10366106
147,137,37.62190247
148,137.1,0.390555501
149,137.9,0.435362458
150,141,8.508404732
151,141.2,0.474817961
152,141.9,2.093764067
153,142,72.55130005
154,142.1,34.0111618
155,146.8,0.431211889
156,146.9,53.01852417
157,147,24.79966927
158,147.9,1.135171771
159,148.9,5.105919838
160,148.9,2.225714207
161,154.9,3.265841246
162,155,5.239739895
163,155.1,0.360787302
164,155.8,0.71295476
165,155.9,1.938690424
166,156.1,8.096111298
167,157,0.382424623
168,162.8,14.68118763
169,162.9,33.47989273
170,163,0.437993109
171,163.8,0.8135764
172,163.9,0.380918354
173,164.8,0.808249056
174,164.9,5.977977276
175,165,3.003775358
176,176.8,7.871468544
177,176.9,35.45385742
178,177,1.171237469
179,178.9,9.831999779
180,179,1.212070346
181,190.9,36.74529648
182,191,92.73275757
183,191.9,4.268348217
184,192,0.358494759
185,192.8,13.78446388
186,192.9,79.96005249
187,193,8.225431442
188,193.9,0.395814538
189,194.9,1.762359619
190,195,0.703287959
191,207,668.1373291
192,207.9,19.02913094
193,208,105.9245453
194,208,15.92455292
195,208.9,11.6930933
196,209,75.36010742
197,209,12.05422783
198,222.7,0.426056594
199,222.9,2.996980429
200,236.9,0.366227329
201,250.8,1.745592117
202,250.9,4.76909256
203,252.9,13.13561535
204,252.9,49.18397903
205,253,22.79595947
206,266.9,4.925318241
207,267,5.11825037
208,280.8,0.516682446
209,280.9,15.54609108
210,281,78.30257416
211,281,12.88913345
212,282,1.582547069
213,324.9,4.174307346
214,324.9,13.1798315
215,325,0.913578212
216,325.9,2.148258924
217,326.8,2.400491953
218,327,1.06527555
219,340.9,17.70676231
220,341,36.80670929
221,341.9,3.170687675
222,342,11.36996937
223,342.9,8.443227768
224,343,1.705938578
225,428.9,1.263590693
226,429,14.45847893
227,430,1.777199388
228,430.1,0.808802009
