2.341-2.552 min,,
#Point,X(Thompsons),Y(Counts)
123,191,5.003741264
124,206.9,7.271592617
125,207,188.8992004
126,207.9,5.417162895
127,208,14.31142616
128,208.9,2.614673138
129,252.9,174.1699066
130,253.9,13.6618576
131,281,8.207136154
4.108-4.200 min,,
#Point,X(Thompsons),Y(Counts)
0,30.1,416.3797302
1,31.1,3663.83252
2,32,1967.392334
3,33,471.0255127
4,34,248.483429
5,34.9,11.92332268
6,35,283.3076782
7,36,115.7517624
8,37.1,1427.326538
9,38.1,5324.686523
10,39.1,20316.09375
11,40.1,4300.229004
12,41.1,11216.96973
13,42,1125.091309
14,43,1814.373657
15,44,2073.622803
16,45,2190.744629
17,46,810.9318848
18,47,1377.851685
19,48,939.3392944
20,49,1025.640991
21,50.1,13437.56738
22,51.1,24864.11914
23,52.1,8720.197266
24,53.1,7763.077148
25,54,96.95082092
26,54,825.4055786
27,55,4755.918945
28,56,319.4394836
29,57,264.7746887
30,57.9,6.014604092
31,58,183.437561
32,59,212.9028778
33,59.9,23.16843414
34,60,276.1547241
35,61,3230.856689
36,62,6697.776855
37,63,26713.97852
38,64.1,16191.36621
39,65.1,26895.58594
40,66.1,18114.66406
41,67.1,12911.25195
42,68.1,2473.234131
43,68.8,112.2883301
44,68.9,772.6967163
45,70,214.3677673
46,71,98.53201294
47,71.8,3.277026176
48,72,21.23091316
49,73,933.4059448
50,74,5252.689453
51,75,3496.615234
52,76.1,5468.187988
53,77.1,99794.46094
54,78.1,33167.28516
55,79.1,35320.69922
56,80.1,2996.131104
57,81,16.64146423
58,81.1,3124.688477
59,82,290.0765076
60,82.9,3.157879353
61,83,85.54216766
62,84,106.7798996
63,84.9,37.8417778
64,85,252.2539368
65,86,589.5213623
66,87,483.7774963
67,88,68.9834137
68,88.1,113.3701324
69,89.1,9509.415039
70,89.9,21.49140549
71,90,2418.370117
72,91.1,21783
73,92,23169.16016
74,93.1,6081.650879
75,94.1,68436.46875
76,95.1,12065.86816
77,95.9,7.496036053
78,96,912.4037476
79,96.8,5.049331188
80,97,110.9275589
81,98,10.97031784
82,101,25.41799355
83,101.9,35.24684143
84,102,99.37728882
85,103,567.3032227
86,104,870.7565918
87,105,27954.33008
88,106.1,18604.92383
89,107.1,65099.76953
90,108.1,8219.773438
91,109.1,160100.125
92,110.1,14374.35938
93,111.1,941.6869507
94,112,51.32167053
95,115,16.48479271
96,117.1,5.987886906
97,118,16.27094841
98,119,2252.218018
99,120.1,2741.031738
100,121.1,89769.49219
101,122.1,12319.90723
102,123.1,10621.96094
103,124,876.4650269
104,125,67.94595337
105,125.9,16.89910507
106,126,92.20648956
107,128,8.610884666
108,130.9,6.733254433
109,132,8.347477913
110,133,227.7203522
111,134,24.41420174
112,135.1,70835.21094
113,136.1,43781.85938
114,137.1,120447.1406
115,138.1,179717.4375
116,139,7.591079712
117,139.1,16859.17578
118,140.1,1445.301147
119,140.9,3.20344162
120,141,95.54747772
121,141.9,5.246694565
122,142,95.82540894
123,142.1,15.9285717
124,146.9,10.29863167
125,148.9,15.71991348
126,149.1,5.064845562
127,150.8,3.868294954
128,150.9,13.23416805
129,152,54.69794083
130,152.9,4.206434727
131,153,12.54114532
132,154,11.90314865
133,155,21.42101288
134,156,88.02600861
135,156.1,17.8464489
136,158.1,3.147027969
137,164.9,12.42408276
138,165,20.85450554
139,169.9,13.02003002
140,170,4.642860413
141,176.9,3.937523842
142,190.9,64.16297913
143,192.8,22.41278648
144,193,30.31485939
145,194.9,16.49313164
146,207,371.3462524
147,208,78.31576538
148,208.9,19.50388527
149,209,20.55047798
150,252.9,61.67377472
151,253,272.0733948
152,253.9,74.0168457
153,254,5.475600243
154,254.9,29.27510643
155,266.9,21.48874283
156,267,4.368327618
157,267.8,2.892950773
158,268.9,20.41456223
159,280.9,3.820044279
160,281,56.94118881
161,326.9,16.8234024
162,327,33.44458008
163,331,55.69026184
164,332,4.607176304
165,332.1,4.097594261
166,340.9,6.31196785
167,346,11.48838711
168,346.1,10.26950169
