2.406-2.595 min,,
#Point,X(Thompsons),Y(Counts)
25,55.1,21238.94921875
26,56.1,16520.5859375
27,57.1,3693.04956054688
28,58.1,6211.6181640625
29,59.0,992.565795898438
30,60.0,643.077514648438
31,61.0,4352.39208984375
32,62.0,2152.10009765625
33,63.0,19591.986328125
34,64.0,770.151489257813
35,65.0,1989.78576660156
36,66.0,467.161224365234
37,67.1,5688.3212890625
38,68.1,3768.80224609375
39,69.1,26112.716796875
40,70.1,5295.6162109375
41,71.1,1339.25610351563
42,72.1,1861.8037109375
43,73.1,2608.51611328125
44,74.1,1362.29467773438
45,75.0,179.139770507813
46,76.0,98.5939331054688
47,77.0,1208.98046875
48,78.0,16775.544921875
49,79.0,6325.5615234375
50,80.0,1869.46911621094
51,81.1,6010.1962890625
52,82.1,9533.00390625
53,83.1,9762.2099609375
54,84.1,4168.0185546875
55,85.1,4469.0986328125
56,86.0,48.7887420654297
57,86.1,961.965942382813
58,87.1,6240.5390625
59,88.1,25176.77734375
60,89.1,1322.42663574219
61,89.9,26.5275974273682
62,90.1,79.2232894897461
63,91.0,1152.98449707031
64,92.0,268.128967285156
65,93.1,1376.63940429688
66,94.0,3207.15576171875
67,95.1,2190.14794921875
68,96.1,4704.0966796875
69,97.1,8216.2607421875
70,98.1,2563.97314453125
71,99.1,435.421569824219
72,100.1,9557.1416015625
73,101.1,644.82958984375
74,101.9,19.8286266326904
75,102.0,135.199066162109
76,102.9,160.916870117188
77,104.0,84.3953475952148
78,105.0,426.998443603516
79,106.0,231.621017456055
80,107.1,1311.5546875
81,108.0,60.3776054382324
82,108.1,970.596313476563
83,109.1,27584.443359375
84,110.1,9185.8486328125
85,111.1,1143.45812988281
86,112.0,886.168823242188
87,113.0,270.291015625
88,114.1,1012.04284667969
89,115.0,136.184814453125
90,116.1,35.1135749816895
91,117.9,11.9767417907715
92,118.9,75.0367050170898
93,119.0,16.3103904724121
94,120.0,44.5115051269531
95,121.0,75.949462890625
96,122.0,30.835994720459
97,122.1,460.868103027344
98,123.1,1977.55139160156
99,124.1,6288.2685546875
100,125.1,7619.57177734375
101,126.1,3055.95556640625
102,127.1,345.327087402344
103,128.0,36.2439231872559
104,128.1,774.330871582031
105,129.0,41.9965858459473
106,132.9,185.430618286133
107,133.9,10.8060989379883
108,136.1,25.4203453063965
109,138.1,149.695846557617
110,139.0,114.019088745117
111,140.1,302.836456298828
112,140.9,11.2511262893677
113,141.0,98.9818954467773
114,142.1,246.892379760742
115,146.9,67.1728134155273
116,147.0,19.1484642028809
117,148.9,20.466381072998
118,154.0,203.358978271484
119,155.1,26.8633937835693
120,155.2,91.1521987915039
121,156.1,119226.234375
122,157.1,12485.6982421875
123,158.1,846.547729492188
124,159.1,33.8909378051758
125,162.8,46.050537109375
126,163.0,36.5120391845703
127,164.9,22.024242401123
128,170.1,35.0275955200195
129,171.1,7193.92822265625
130,172.1,817.927856445313
