#Point,X(min),Y(Counts)
11429,3.81,0.020091494
11430,3.81,0.020068042
11431,3.811,0.020039479
11432,3.811,0.020009201
11433,3.811,0.019979335
11434,3.812,0.019960522
11435,3.812,0.019951787
11436,3.812,0.019953205
11437,3.813,0.019952827
11438,3.813,0.019952279
11439,3.813,0.019940741
11440,3.814,0.01993878
11441,3.814,0.019932474
11442,3.814,0.019929569
11443,3.815,0.019907458
11444,3.815,0.019879951
11445,3.815,0.019851799
11446,3.816,0.019842235
11447,3.816,0.019844739
11448,3.816,0.0198525
11449,3.817,0.019856995
11450,3.817,0.019852323
11451,3.817,0.019852461
11452,3.818,0.019858306
11453,3.818,0.019861532
11454,3.818,0.019864416
11455,3.819,0.01985137
11456,3.819,0.019852971
11457,3.819,0.019844223
11458,3.82,0.019835588
11459,3.82,0.019810425
11460,3.82,0.019786396
11461,3.821,0.019771591
11462,3.821,0.019776286
11463,3.821,0.019791428
11464,3.822,0.019803319
11465,3.822,0.019805611
11466,3.822,0.019820459
11467,3.823,0.019840515
11468,3.823,0.01986545
11469,3.823,0.019879873
11470,3.824,0.01989021
11471,3.824,0.019893644
11472,3.824,0.019884093
11473,3.825,0.019872475
11474,3.825,0.019858766
11475,3.825,0.01984205
11476,3.826,0.019819097
11477,3.826,0.019787796
11478,3.826,0.019747432
11479,3.827,0.019712868
11480,3.827,0.019685259
11481,3.827,0.019691549
11482,3.828,0.019707613
11483,3.828,0.019717772
11484,3.828,0.019706742
11485,3.829,0.019672676
11486,3.829,0.019636085
11487,3.829,0.019579601
11488,3.83,0.019528001
11489,3.83,0.019482968
11490,3.83,0.019448839
11491,3.831,0.01942037
11492,3.831,0.019391979
11493,3.831,0.019363238
11494,3.832,0.019341779
11495,3.832,0.019339134
11496,3.832,0.019348071
11497,3.833,0.019346092
11498,3.833,0.019324068
11499,3.833,0.019306149
11500,3.834,0.019295531
11501,3.834,0.019298257
11502,3.834,0.019292251
11503,3.835,0.019290982
11504,3.835,0.019277717
11505,3.835,0.01926927
11506,3.836,0.019253247
11507,3.836,0.019240406
11508,3.836,0.019224006
11509,3.837,0.019216652
11510,3.837,0.019222848
11511,3.837,0.019237045
11512,3.838,0.019244336
11513,3.838,0.019239263
11514,3.838,0.019235198
11515,3.839,0.019237841
11516,3.839,0.019243625
11517,3.839,0.019243378
11518,3.84,0.01922613
11519,3.84,0.01919668
11520,3.84,0.019167957
11521,3.841,0.01915358
11522,3.841,0.019142201
11523,3.841,0.019135266
11524,3.842,0.019124267
11525,3.842,0.019113885
11526,3.842,0.019089146
11527,3.843,0.019063555
11528,3.843,0.019031436
11529,3.843,0.018999675
11530,3.844,0.018970928
11531,3.844,0.018962392
11532,3.844,0.018966351
11533,3.845,0.01895501
11534,3.845,0.018942749
11535,3.845,0.018933169
11536,3.846,0.018937289
11537,3.846,0.018930244
11538,3.846,0.018914136
11539,3.847,0.018917254
11540,3.847,0.018928212
11541,3.847,0.018961209
11542,3.848,0.018986308
11543,3.848,0.019013672
11544,3.848,0.019013047
11545,3.849,0.018992475
11546,3.849,0.018952876
11547,3.849,0.018906678
11548,3.85,0.01886288
11549,3.85,0.018831153
11550,3.85,0.018824582
11551,3.851,0.018819152
11552,3.851,0.018810614
11553,3.851,0.01880173
11554,3.852,0.018808699
11555,3.852,0.01883271
11556,3.852,0.018848562
11557,3.853,0.01884832
11558,3.853,0.0188487
11559,3.853,0.018852674
11560,3.854,0.018856545
11561,3.854,0.018854763
11562,3.854,0.018865822
11563,3.855,0.018886664
11564,3.855,0.018899164
11565,3.855,0.018889999
11566,3.856,0.018864367
11567,3.856,0.018833657
11568,3.856,0.018803412
11569,3.857,0.01878728
11570,3.857,0.018770666
11571,3.857,0.018748146
11572,3.858,0.018719533
11573,3.858,0.018691776
11574,3.858,0.018669935
11575,3.859,0.018649223
11576,3.859,0.018627493
11577,3.859,0.018614573
11578,3.86,0.018595087
11579,3.86,0.018579275
11580,3.86,0.018560738
11581,3.861,0.018548692
11582,3.861,0.018555749
11583,3.861,0.018561779
11584,3.862,0.018572893
11585,3.862,0.018570876
11586,3.862,0.01856086
11587,3.863,0.01854147
11588,3.863,0.018521325
11589,3.863,0.018509918
11590,3.864,0.018498822
11591,3.864,0.018497145
11592,3.864,0.018488157
11593,3.865,0.018485645
11594,3.865,0.018478829
11595,3.865,0.018463982
11596,3.866,0.018445345
11597,3.866,0.018421567
11598,3.866,0.018414535
11599,3.867,0.018409474
11600,3.867,0.018411663
11601,3.867,0.018415885
11602,3.868,0.018422352
11603,3.868,0.018432269
11604,3.868,0.018434775
11605,3.869,0.018432112
11606,3.869,0.018411663
11607,3.869,0.018398259
11608,3.87,0.018392808
11609,3.87,0.018397025
11610,3.87,0.018388079
11611,3.871,0.018366398
11612,3.871,0.018341444
11613,3.871,0.018328054
11614,3.872,0.018314514
11615,3.872,0.018302218
11616,3.872,0.018287996
11617,3.873,0.018278836
11618,3.873,0.018271974
11619,3.873,0.018270425
11620,3.874,0.018271193
11621,3.874,0.018269706
11622,3.874,0.018252463
11623,3.875,0.018229648
11624,3.875,0.018195446
11625,3.875,0.018158655
11626,3.876,0.018112658
11627,3.876,0.018065729
11628,3.876,0.018026143
11629,3.877,0.017993528
11630,3.877,0.017971513
11631,3.877,0.017955091
11632,3.878,0.017953441
11633,3.878,0.017950833
11634,3.878,0.017945918
11635,3.879,0.01793647
11636,3.879,0.017923015
11637,3.879,0.017915568
11638,3.88,0.017902775
11639,3.88,0.01789685
11640,3.88,0.017879901
11641,3.881,0.017873712
11642,3.881,0.017885522
11643,3.881,0.017903012
11644,3.882,0.017908997
11645,3.882,0.017892598
11646,3.882,0.017874836
11647,3.883,0.01787067
11648,3.883,0.017882521
11649,3.883,0.017890631
11650,3.884,0.017876387
11651,3.884,0.017834867
11652,3.884,0.017800172
11653,3.885,0.017778969
11654,3.885,0.017782129
11655,3.885,0.017779345
11656,3.886,0.017787504
11657,3.886,0.017792749
11658,3.886,0.017819967
11659,3.887,0.017851624
11660,3.887,0.017869772
11661,3.887,0.017870452
11662,3.888,0.017848048
11663,3.888,0.017827196
11664,3.888,0.017796788
11665,3.889,0.01776439
11666,3.889,0.017724641
11667,3.889,0.017688872
11668,3.89,0.017661383
11669,3.89,0.017641933
11670,3.89,0.017635764
11671,3.891,0.017632424
11672,3.891,0.017634108
11673,3.891,0.017622648
11674,3.892,0.017612669
11675,3.892,0.017599589
11676,3.892,0.017585942
11677,3.893,0.01757079
11678,3.893,0.017559969
11679,3.893,0.017552004
11680,3.894,0.017553171
11681,3.894,0.017549673
11682,3.894,0.017535376
11683,3.895,0.017506583
11684,3.895,0.0174835
11685,3.895,0.017471844
11686,3.896,0.017456381
11687,3.896,0.017421384
11688,3.896,0.017382161
11689,3.897,0.017353915
11690,3.897,0.017355299
11691,3.897,0.017369777
11692,3.898,0.01739263
11693,3.898,0.01740933
11694,3.898,0.017425036
11695,3.899,0.017430946
11696,3.899,0.017422227
11697,3.899,0.017397476
11698,3.9,0.017359909
11699,3.9,0.017328562
11700,3.9,0.017310225
11701,3.901,0.017305774
11702,3.901,0.017305499
11703,3.901,0.017299652
11704,3.902,0.017291037
11705,3.902,0.017275813
11706,3.902,0.017261738
11707,3.903,0.017253255
11708,3.903,0.017247289
11709,3.903,0.017231866
11710,3.904,0.017218371
11711,3.904,0.017211402
11712,3.904,0.017208935
11713,3.905,0.017207485
11714,3.905,0.01720443
11715,3.905,0.017209469
11716,3.906,0.01721337
11717,3.906,0.017216495
11718,3.906,0.017217103
11719,3.907,0.017214705
11720,3.907,0.017210587
11721,3.907,0.017204275
11722,3.908,0.017190103
11723,3.908,0.017171055
11724,3.908,0.017150505
11725,3.909,0.017136588
11726,3.909,0.017134032
11727,3.909,0.01714363
11728,3.91,0.017158272
11729,3.91,0.017163736
11730,3.91,0.017173565
11731,3.911,0.017177455
11732,3.911,0.017172828
11733,3.911,0.017151348
11734,3.912,0.017121676
11735,3.912,0.017094456
11736,3.912,0.017070216
11737,3.913,0.017044032
11738,3.913,0.017019227
11739,3.913,0.016978553
11740,3.914,0.016946928
11741,3.914,0.016918138
11742,3.914,0.01690156
11743,3.915,0.016876611
11744,3.915,0.01685592
11745,3.915,0.016829603
11746,3.916,0.016808743
11747,3.916,0.01678619
11748,3.916,0.01676418
11749,3.917,0.016741458
11750,3.917,0.016731442
11751,3.917,0.01674372
11752,3.918,0.016757655
11753,3.918,0.016765923
11754,3.918,0.016763598
11755,3.919,0.016752075
11756,3.919,0.016737805
11757,3.919,0.016718145
11758,3.92,0.016701743
11759,3.92,0.016677149
11760,3.92,0.016650322
11761,3.921,0.016633158
11762,3.921,0.016611176
11763,3.921,0.016596052
11764,3.922,0.016587176
11765,3.922,0.016597424
11766,3.922,0.016619924
11767,3.923,0.016641469
11768,3.923,0.01666435
11769,3.923,0.016689223
11770,3.924,0.016708297
11771,3.924,0.016715171
11772,3.924,0.016698345
11773,3.925,0.016688791
11774,3.925,0.016686537
11775,3.925,0.016683765
11776,3.926,0.016670946
11777,3.926,0.016651666
11778,3.926,0.016632537
11779,3.927,0.016613889
11780,3.927,0.016604303
11781,3.927,0.016610658
11782,3.928,0.016625349
11783,3.928,0.016630891
11784,3.928,0.016629696
11785,3.929,0.016619761
11786,3.929,0.016617352
11787,3.929,0.016625783
11788,3.93,0.016645938
11789,3.93,0.016669668
11790,3.93,0.016689838
11791,3.931,0.016694572
11792,3.931,0.01669118
11793,3.931,0.016681701
11794,3.932,0.016674629
11795,3.932,0.016655498
11796,3.932,0.016622191
11797,3.933,0.016572335
11798,3.933,0.01652664
11799,3.933,0.016483972
11800,3.934,0.016459614
11801,3.934,0.01643004
11802,3.934,0.016400942
11803,3.935,0.016365678
11804,3.935,0.016351833
11805,3.935,0.016348248
11806,3.936,0.016348985
11807,3.936,0.016343956
11808,3.936,0.016337415
11809,3.937,0.016331926
11810,3.937,0.016320117
11811,3.937,0.016305524
11812,3.938,0.01630059
11813,3.938,0.016303014
11814,3.938,0.016325895
11815,3.939,0.016339693
11816,3.939,0.01635927
11817,3.939,0.016367281
11818,3.94,0.01636914
11819,3.94,0.016363974
11820,3.94,0.016339597
11821,3.941,0.016315824
11822,3.941,0.01627335
11823,3.941,0.016240568
11824,3.942,0.016209348
11825,3.942,0.016199281
11826,3.942,0.016188385
11827,3.943,0.016177552
11828,3.943,0.016162576
11829,3.943,0.016149908
11830,3.944,0.016137936
11831,3.944,0.016124599
11832,3.944,0.016116535
11833,3.945,0.016112588
11834,3.945,0.016107012
11835,3.945,0.016095715
11836,3.946,0.016081365
11837,3.946,0.01606652
11838,3.946,0.016057836
11839,3.947,0.016056876
11840,3.947,0.016061605
11841,3.947,0.016059114
11842,3.948,0.016049612
11843,3.948,0.016029996
11844,3.948,0.01602786
11845,3.949,0.016027089
11846,3.949,0.016034509
11847,3.949,0.01603136
11848,3.95,0.016039122
11849,3.95,0.016041814
11850,3.95,0.01604133
11851,3.951,0.016038086
11852,3.951,0.016034683
11853,3.951,0.016029917
11854,3.952,0.016025519
11855,3.952,0.01602128
11856,3.952,0.016007468
11857,3.953,0.015982689
11858,3.953,0.015959904
11859,3.953,0.015951136
11860,3.954,0.015947143
11861,3.954,0.015939996
11862,3.954,0.015925
11863,3.955,0.015908157
11864,3.955,0.015905965
11865,3.955,0.015908707
11866,3.956,0.015924946
11867,3.956,0.015935631
11868,3.956,0.015944658
11869,3.957,0.015945848
11870,3.957,0.015937684
11871,3.957,0.01592915
11872,3.958,0.015916224
11873,3.958,0.015900524
11874,3.958,0.015883659
11875,3.959,0.015866755
11876,3.959,0.015848612
11877,3.959,0.015822639
11878,3.96,0.015794079
11879,3.96,0.015779209
11880,3.96,0.015766041
11881,3.961,0.015759196
11882,3.961,0.015752043
11883,3.961,0.015755263
11884,3.962,0.015760572
11885,3.962,0.015773816
11886,3.962,0.015791158
11887,3.963,0.015806724
11888,3.963,0.015800869
11889,3.963,0.015789581
11890,3.964,0.015774943
11891,3.964,0.015764184
11892,3.964,0.015751199
11893,3.965,0.015740989
11894,3.965,0.015733004
11895,3.965,0.015725199
11896,3.966,0.015708129
11897,3.966,0.015695371
11898,3.966,0.015673736
11899,3.967,0.01565324
11900,3.967,0.015630578
11901,3.967,0.01562509
11902,3.968,0.015622969
11903,3.968,0.015622437
11904,3.968,0.015622428
11905,3.969,0.015630689
11906,3.969,0.015644899
11907,3.969,0.015651148
11908,3.97,0.015651422
11909,3.97,0.015647597
11910,3.97,0.015650236
11911,3.971,0.015647172
11912,3.971,0.01563598
11913,3.971,0.015617783
11914,3.972,0.015605837
11915,3.972,0.015605842
11916,3.972,0.015622445
11917,3.973,0.015649455
11918,3.973,0.015649594
11919,3.973,0.015633705
11920,3.974,0.015603677
11921,3.974,0.015590104
11922,3.974,0.01559055
11923,3.975,0.015585568
11924,3.975,0.015572995
11925,3.975,0.015546347
11926,3.976,0.015519202
11927,3.976,0.015498378
11928,3.976,0.015482932
11929,3.977,0.015479238
11930,3.977,0.015482473
11931,3.977,0.015474417
11932,3.978,0.015454911
11933,3.978,0.015430978
11934,3.978,0.015412094
11935,3.979,0.015395631
11936,3.979,0.015375048
11937,3.979,0.015346078
11938,3.98,0.015313499
11939,3.98,0.015283128
11940,3.98,0.015265287
11941,3.981,0.015252348
11942,3.981,0.0152536
11943,3.981,0.015264618
11944,3.982,0.015273222
11945,3.982,0.01527046
11946,3.982,0.015256902
11947,3.983,0.01525071
11948,3.983,0.01524779
11949,3.983,0.015245192
11950,3.984,0.015244077
11951,3.984,0.015242945
11952,3.984,0.015251304
11953,3.985,0.015259755
11954,3.985,0.015266544
11955,3.985,0.015267953
11956,3.986,0.015267679
11957,3.986,0.015263686
11958,3.986,0.015254161
11959,3.987,0.015241846
11960,3.987,0.015233737
11961,3.987,0.015237623
11962,3.988,0.015241194
11963,3.988,0.015236334
11964,3.988,0.015215934
11965,3.989,0.015193411
11966,3.989,0.015176762
11967,3.989,0.015159185
11968,3.99,0.015143355
11969,3.99,0.015119425
11970,3.99,0.0150997
11971,3.991,0.015081049
11972,3.991,0.01506809
11973,3.991,0.015057701
11974,3.992,0.015053012
11975,3.992,0.015054139
11976,3.992,0.015051848
11977,3.993,0.015045594
11978,3.993,0.015044401
11979,3.993,0.015048097
11980,3.994,0.015062191
11981,3.994,0.01507215
11982,3.994,0.015075533
11983,3.995,0.015059834
11984,3.995,0.015038901
11985,3.995,0.015023445
11986,3.996,0.015007835
11987,3.996,0.014981367
11988,3.996,0.014952705
11989,3.997,0.014933947
11990,3.997,0.014938234
11991,3.997,0.014952277
11992,3.998,0.0149657
11993,3.998,0.014965853
11994,3.998,0.014956757
11995,3.999,0.014956064
11996,3.999,0.014961622
11997,3.999,0.014965792
11998,4,0.014963362
11999,4,0.014962643
12000,4,0.014970053
12001,4.001,0.014967388
12002,4.001,0.01496755
12003,4.001,0.014961339
12004,4.002,0.014962778
12005,4.002,0.014954113
12006,4.002,0.014937112
12007,4.003,0.014926634
12008,4.003,0.014921049
12009,4.003,0.014921363
12010,4.004,0.014905901
12011,4.004,0.014894002
12012,4.004,0.01488297
12013,4.005,0.014890434
12014,4.005,0.014899517
12015,4.005,0.014918278
12016,4.006,0.014940512
12017,4.006,0.0149565
12018,4.006,0.01495751
12019,4.007,0.014949271
12020,4.007,0.014941388
12021,4.007,0.014930035
12022,4.008,0.014908372
12023,4.008,0.014887784
12024,4.008,0.014886384
12025,4.009,0.014882707
12026,4.009,0.014871206
12027,4.009,0.014847931
12028,4.01,0.014831621
12029,4.01,0.014822119
12030,4.01,0.014816531
12031,4.011,0.014815082
12032,4.011,0.014814704
12033,4.011,0.014801632
12034,4.012,0.014781587
12035,4.012,0.014766022
12036,4.012,0.014755998
12037,4.013,0.014743004
12038,4.013,0.014729555
12039,4.013,0.01473013
12040,4.014,0.014736125
12041,4.014,0.014724234
12042,4.014,0.014709762
12043,4.015,0.014693953
12044,4.015,0.014682182
12045,4.015,0.014651416
12046,4.016,0.014616371
12047,4.016,0.014579209
12048,4.016,0.014550914
12049,4.017,0.014526222
12050,4.017,0.014514663
12051,4.017,0.014500993
12052,4.018,0.01449833
12053,4.018,0.014495735
12054,4.018,0.014505274
12055,4.019,0.014520486
12056,4.019,0.014542302
12057,4.019,0.014566949
12058,4.02,0.01457441
12059,4.02,0.01456376
12060,4.02,0.014543883
12061,4.021,0.014533037
12062,4.021,0.014525037
12063,4.021,0.014515478
12064,4.022,0.014511481
12065,4.022,0.014515331
12066,4.022,0.014528114
12067,4.023,0.014534556
12068,4.023,0.01455099
12069,4.023,0.014565334
12070,4.024,0.014574446
12071,4.024,0.014573264
12072,4.024,0.014556286
12073,4.025,0.014537714
12074,4.025,0.014510874
12075,4.025,0.014496341
12076,4.026,0.0144806
12077,4.026,0.014463889
12078,4.026,0.014446876
12079,4.027,0.014433039
12080,4.027,0.014422929
12081,4.027,0.014413636
12082,4.028,0.014401389
12083,4.028,0.014384942
12084,4.028,0.014367001
12085,4.029,0.014350185
12086,4.029,0.014343142
12087,4.029,0.014339335
12088,4.03,0.014339032
12089,4.03,0.014334818
12090,4.03,0.014328554
12091,4.031,0.014328664
12092,4.031,0.014331071
12093,4.031,0.014331809
12094,4.032,0.014319014
12095,4.032,0.014303895
12096,4.032,0.014291504
12097,4.033,0.014279654
12098,4.033,0.014261811
12099,4.033,0.014246278
12100,4.034,0.014235446
12101,4.034,0.014228523
12102,4.034,0.014223387
12103,4.035,0.014222091
12104,4.035,0.014231716
12105,4.035,0.014243944
12106,4.036,0.014252672
12107,4.036,0.014258703
12108,4.036,0.014253279
12109,4.037,0.014257935
12110,4.037,0.014260176
12111,4.037,0.014271444
12112,4.038,0.014275085
12113,4.038,0.014279762
12114,4.038,0.014287461
12115,4.039,0.014304695
12116,4.039,0.014320305
12117,4.039,0.014326982
12118,4.04,0.014321807
12119,4.04,0.014323437
12120,4.04,0.014315428
12121,4.041,0.014310886
12122,4.041,0.014298463
12123,4.041,0.014285748
12124,4.042,0.014274146
12125,4.042,0.014264669
12126,4.042,0.014262169
12127,4.043,0.014259678
12128,4.043,0.014261585
12129,4.043,0.014266709
12130,4.044,0.014269101
12131,4.044,0.014265865
12132,4.044,0.014254845
12133,4.045,0.014244392
12134,4.045,0.01422957
12135,4.045,0.014225075
12136,4.046,0.014212162
12137,4.046,0.014201671
12138,4.046,0.014183977
12139,4.047,0.014166488
12140,4.047,0.014137305
12141,4.047,0.014111447
12142,4.048,0.014083679
12143,4.048,0.014065864
12144,4.048,0.014050634
12145,4.049,0.014042634
12146,4.049,0.014037292
12147,4.049,0.014029056
12148,4.05,0.014016892
12149,4.05,0.014005
12150,4.05,0.013984005
12151,4.051,0.013967428
12152,4.051,0.013950177
12153,4.051,0.013940756
12154,4.052,0.013938032
12155,4.052,0.013931081
12156,4.052,0.013926142
12157,4.053,0.0139231
12158,4.053,0.013928635
12159,4.053,0.013932209
12160,4.054,0.013925508
12161,4.054,0.013917626
12162,4.054,0.0139119
12163,4.055,0.0139061
12164,4.055,0.013900349
12165,4.055,0.013897346
12166,4.056,0.01390161
12167,4.056,0.013908465
12168,4.056,0.013915174
12169,4.057,0.013923455
12170,4.057,0.013927676
12171,4.057,0.013936101
12172,4.058,0.013941249
12173,4.058,0.013942672
12174,4.058,0.013942582
12175,4.059,0.013946158
12176,4.059,0.013965236
12177,4.059,0.013977924
12178,4.06,0.013985626
12179,4.06,0.013975414
12180,4.06,0.013958838
12181,4.061,0.013947545
12182,4.061,0.013935138
12183,4.061,0.013920581
12184,4.062,0.013893778
12185,4.062,0.013876897
12186,4.062,0.013865919
12187,4.063,0.013860242
12188,4.063,0.013845991
12189,4.063,0.013834094
12190,4.064,0.01382454
12191,4.064,0.0138134
12192,4.064,0.013801526
12193,4.065,0.013786525
12194,4.065,0.013780262
12195,4.065,0.013779531
12196,4.066,0.013777603
12197,4.066,0.013775379
12198,4.066,0.013773101
12199,4.067,0.013767545
12200,4.067,0.013762787
12201,4.067,0.013756368
12202,4.068,0.013743307
12203,4.068,0.013724192
12204,4.068,0.013701257
12205,4.069,0.013698484
12206,4.069,0.013705806
12207,4.069,0.013712602
12208,4.07,0.013706403
12209,4.07,0.013691962
12210,4.07,0.013687545
12211,4.071,0.013685505
12212,4.071,0.013682278
12213,4.071,0.013675221
12214,4.072,0.0136703
12215,4.072,0.013671525
12216,4.072,0.013671286
12217,4.073,0.013678687
12218,4.073,0.013688854
12219,4.073,0.013698971
12220,4.074,0.013697367
12221,4.074,0.013700379
12222,4.074,0.013699658
12223,4.075,0.013701141
12224,4.075,0.013704764
12225,4.075,0.01371247
12226,4.076,0.013729821
12227,4.076,0.013746158
12228,4.076,0.013761654
12229,4.077,0.013774153
12230,4.077,0.013766415
12231,4.077,0.013758248
12232,4.078,0.013751682
12233,4.078,0.013756422
12234,4.078,0.013763985
12235,4.079,0.01376075
12236,4.079,0.013749557
12237,4.079,0.013734047
12238,4.08,0.013717548
12239,4.08,0.013702779
12240,4.08,0.013693886
12241,4.081,0.013702952
12242,4.081,0.013715762
12243,4.081,0.01371965
12244,4.082,0.013711638
12245,4.082,0.01369533
12246,4.082,0.013678387
12247,4.083,0.013663843
12248,4.083,0.013650543
12249,4.083,0.013632844
12250,4.084,0.013607732
12251,4.084,0.013584864
12252,4.084,0.01358054
12253,4.085,0.013572668
12254,4.085,0.013569385
12255,4.085,0.013560413
12256,4.086,0.013559601
12257,4.086,0.013562499
12258,4.086,0.013561018
12259,4.087,0.013564255
12260,4.087,0.013559042
12261,4.087,0.01355408
12262,4.088,0.013542915
12263,4.088,0.01353006
12264,4.088,0.013505455
12265,4.089,0.013493244
12266,4.089,0.013485824
12267,4.089,0.013497685
12268,4.09,0.013504303
12269,4.09,0.013512514
12270,4.09,0.013522566
12271,4.091,0.013540301
12272,4.091,0.013547137
12273,4.091,0.013539507
12274,4.092,0.013521117
12275,4.092,0.013509204
12276,4.092,0.013501974
12277,4.093,0.013500523
12278,4.093,0.013499864
12279,4.093,0.013502781
12280,4.094,0.013499503
12281,4.094,0.013498916
12282,4.094,0.013490613
12283,4.095,0.013490223
12284,4.095,0.013490493
12285,4.095,0.013498709
12286,4.096,0.013500229
12287,4.096,0.013497904
12288,4.096,0.013489179
12289,4.097,0.013483174
12290,4.097,0.013475198
12291,4.097,0.013472779
12292,4.098,0.013470617
12293,4.098,0.013474465
12294,4.098,0.013466104
12295,4.099,0.013460679
12296,4.099,0.01345194
12297,4.099,0.013446199
12298,4.1,0.013422012
12299,4.1,0.01340076
12300,4.1,0.013385321
12301,4.101,0.013377796
12302,4.101,0.013362526
12303,4.101,0.013353197
12304,4.102,0.013352762
12305,4.102,0.013360117
12306,4.102,0.013355746
12307,4.103,0.013344554
12308,4.103,0.013333448
12309,4.103,0.013332081
12310,4.104,0.013336516
12311,4.104,0.013350478
12312,4.104,0.013357844
12313,4.105,0.013365285
12314,4.105,0.013370898
12315,4.105,0.013375881
12316,4.106,0.013376468
12317,4.106,0.013360926
12318,4.106,0.01335344
12319,4.107,0.013342024
12320,4.107,0.013337118
12321,4.107,0.013334609
12322,4.108,0.013338
12323,4.108,0.013349783
12324,4.108,0.013358236
12325,4.109,0.013362462
12326,4.109,0.013356944
12327,4.109,0.013344343
12328,4.11,0.013330381
12329,4.11,0.013317448
12330,4.11,0.013314413
12331,4.111,0.013316703
12332,4.111,0.013326726
12333,4.111,0.013335962
12334,4.112,0.013340002
12335,4.112,0.01333332
12336,4.112,0.013325574
12337,4.113,0.013326818
12338,4.113,0.013321778
12339,4.113,0.013308741
12340,4.114,0.013288768
12341,4.114,0.013278944
12342,4.114,0.01327247
12343,4.115,0.013264269
12344,4.115,0.01325062
12345,4.115,0.013241784
12346,4.116,0.013228718
12347,4.116,0.013218981
12348,4.116,0.013210349
12349,4.117,0.013204086
12350,4.117,0.013200577
12351,4.117,0.013190382
12352,4.118,0.013180246
12353,4.118,0.013170893
12354,4.118,0.013161415
12355,4.119,0.013163136
12356,4.119,0.013166401
12357,4.119,0.013180157
12358,4.12,0.013184933
12359,4.12,0.013190572
12360,4.12,0.013185371
12361,4.121,0.013172768
12362,4.121,0.013147801
12363,4.121,0.01311772
12364,4.122,0.013096626
12365,4.122,0.013081054
12366,4.122,0.013079934
12367,4.123,0.013078887
12368,4.123,0.013086295
12369,4.123,0.01309034
12370,4.124,0.013090579
12371,4.124,0.013089556
12372,4.124,0.013082288
12373,4.125,0.013074368
12374,4.125,0.013067769
12375,4.125,0.013066129
12376,4.126,0.013064709
12377,4.126,0.013057581
12378,4.126,0.013059607
12379,4.127,0.013066702
12380,4.127,0.013074399
12381,4.127,0.013071186
12382,4.128,0.01305565
12383,4.128,0.013043575
12384,4.128,0.013027831
12385,4.129,0.013027276
12386,4.129,0.013021099
12387,4.129,0.013013955
12388,4.13,0.013001232
12389,4.13,0.012991833
12390,4.13,0.012993255
12391,4.131,0.012996427
12392,4.131,0.013000369
12393,4.131,0.013002032
12394,4.132,0.013010792
12395,4.132,0.013014296
12396,4.132,0.01301001
12397,4.133,0.012994766
12398,4.133,0.012993401
12399,4.133,0.012994764
12400,4.134,0.012998528
12401,4.134,0.012982166
12402,4.134,0.012958776
12403,4.135,0.012923648
12404,4.135,0.012897859
12405,4.135,0.012875942
12406,4.136,0.01285891
12407,4.136,0.012836662
12408,4.136,0.012825852
12409,4.137,0.012827346
12410,4.137,0.012836917
12411,4.137,0.012843946
12412,4.138,0.012852553
12413,4.138,0.012861787
12414,4.138,0.012864366
12415,4.139,0.012854373
12416,4.139,0.012838047
12417,4.139,0.012822181
12418,4.14,0.012803351
12419,4.14,0.012784323
12420,4.14,0.012759881
12421,4.141,0.012745513
12422,4.141,0.012734785
12423,4.141,0.012730344
12424,4.142,0.012726282
12425,4.142,0.012731307
12426,4.142,0.012741877
12427,4.143,0.012743469
12428,4.143,0.012731408
12429,4.143,0.012707815
12430,4.144,0.012709453
12431,4.144,0.012725947
12432,4.144,0.012749661
12433,4.145,0.012760601
12434,4.145,0.012758334
12435,4.145,0.01276067
12436,4.146,0.012766493
12437,4.146,0.012781643
12438,4.146,0.012795658
12439,4.147,0.01279755
12440,4.147,0.012793193
12441,4.147,0.01278666
12442,4.148,0.012775214
12443,4.148,0.012758967
12444,4.148,0.012740142
12445,4.149,0.012733
12446,4.149,0.012732925
12447,4.149,0.012735189
12448,4.15,0.012738825
12449,4.15,0.012739719
12450,4.15,0.012740318
12451,4.151,0.012741989
12452,4.151,0.012743933
12453,4.151,0.01274324
12454,4.152,0.012741025
12455,4.152,0.012744749
12456,4.152,0.012750852
12457,4.153,0.012757902
12458,4.153,0.012752144
12459,4.153,0.012743442
12460,4.154,0.012724544
12461,4.154,0.012712199
12462,4.154,0.012701886
12463,4.155,0.012699741
12464,4.155,0.012692195
12465,4.155,0.012678768
12466,4.156,0.012664132
12467,4.156,0.012656872
12468,4.156,0.012652251
12469,4.157,0.012647047
12470,4.157,0.012628561
12471,4.157,0.012616894
12472,4.158,0.012603408
12473,4.158,0.012603248
12474,4.158,0.012597841
12475,4.159,0.012578698
12476,4.159,0.012556013
12477,4.159,0.012544314
12478,4.16,0.012548365
12479,4.16,0.012545065
12480,4.16,0.012525049
12481,4.161,0.012509904
12482,4.161,0.012504939
12483,4.161,0.012512522
12484,4.162,0.012519077
12485,4.162,0.012523468
12486,4.162,0.012512545
12487,4.163,0.012496608
12488,4.163,0.012481581
12489,4.163,0.012471041
12490,4.164,0.012456364
12491,4.164,0.012447803
12492,4.164,0.012442783
12493,4.165,0.012442326
12494,4.165,0.012428582
12495,4.165,0.012425785
12496,4.166,0.012425861
12497,4.166,0.012438116
12498,4.166,0.012436353
12499,4.167,0.012425792
12500,4.167,0.012398954
12501,4.167,0.012370821
12502,4.168,0.012353198
12503,4.168,0.012351564
12504,4.168,0.012363236
